P_A1,O_A1,P_A2,O_A2,P_B1,O_B1,P_B2,O_B2,EV_A,EV_B,EV_diff,SD_A,SD_B,SD_diff,skew_A,skew_B,skew_diff,skew_level,ev_level,sd_level,simple_EVA,simple_SDA,simple_skewness_A,complex_OA1,complex_PA1,complex_OA2,complex_PA2,complex_OA3,complex_PA3,complex_OA4,complex_PA4,complex_OA5,complex_PA5,complex_OA6,complex_PA6,complex_OA7,complex_PA7,complex_EVA,complex_SDA,complex_skewness_A,simple_EVB,simple_SDB,simple_skewness_B,complex_OB1,complex_PB1,complex_OB2,complex_PB2,complex_OB3,complex_PB3,complex_OB4,complex_PB4,complex_OB5,complex_PB5,complex_OB6,complex_PB6,complex_OB7,complex_PB7,complex_EVB,complex_SDB,complex_skewness_B,simple_EVD,simple_SDD,simple_skewness_D,complex_EVD,complex_SDD,complex_skewness_D
0.54,75,0.46,119,0.54,89,0.46,103,95.24000000000001,95.44,-0.2,21.929486998103716,6.977564044851183,14.95,0.16051447078102485,0.16051447078102407,7.771561172376096e-16,no_skew_vs_no_skew,0,15,95.24000000000001,21.929486998103716,0.16051447078102485,144,0.06,118,0.16,103,0.32,94,0.12,85,0.09,75,0.04,61,0.21,95.22000000000001,22.73788908408166,0.013976280733557314,95.44,6.977564044851183,0.16051447078102407,109,0.15,98,0.23,96,0.21,94,0.08,92,0.09,90,0.11,81,0.13000000000000012,95.28000000000002,7.79240656023542,-0.012655343697720011,-0.19999999999998863,14.951922953252533,7.771561172376096e-16,-0.060000000000002274,14.945482523846241,0.026631624431277326
0.46,83,0.54,122,0.5,99,0.5,108,104.06,103.5,0.56,19.437499839228295,4.5,14.94,-0.1605144707810251,0.0,-0.1605144707810251,no_skew_vs_no_skew,0,15,104.06,19.437499839228295,-0.1605144707810251,131,0.22,117,0.19,110,0.05,103,0.07,97,0.11,88,0.26,67,0.1,104.01,20.080087151205294,-0.1755904484412365,103.5,4.5,0.0,111,0.22,107,0.08,105,0.1,103,0.19,101,0.13,99,0.15,94,0.1299999999999999,103.24999999999999,5.398842468529712,-0.055453081483705584,0.5600000000000023,14.937499839228295,-0.1605144707810251,0.7600000000000193,14.681244682675583,-0.12013736695753091
0.48,144,0.52,183,0.45,160,0.55,168,164.28,164.4,-0.12,19.484393755003,3.97994974842648,15.5,-0.08006407690254397,-0.2010075630518439,0.12094348614929992,no_skew_vs_no_skew,0,15,164.28,19.484393755003,-0.08006407690254398,190,0.27,180,0.03,170,0.17,164,0.06,157,0.13,148,0.23,128,0.11,163.97000000000003,20.10296246825328,-0.1449175912157872,164.4,3.97994974842648,-0.2010075630518439,171,0.21,169,0.04,167,0.11,165,0.13,163,0.16,161,0.19,156,0.15999999999999998,164.12,4.950313121409595,-0.13109959976889418,-0.12000000000000455,15.504444006576522,0.12094348614929991,-0.14999999999997726,15.152649346843686,-0.013817991446893024
0.53,150,0.47,197,0.51,164,0.49,179,172.09,171.35,0.74,23.457661861319426,7.498499849969993,15.96,0.12021658495512945,0.040008002400797736,0.08020858255433172,no_skew_vs_no_skew,0,15,172.08999999999997,23.457661861319426,0.12021658495512942,200,0.06,198,0.12,196,0.17,189,0.03,181,0.15,164,0.11,144,0.36,171.78,23.154515758270566,-0.1266424412681294,171.35,7.498499849969993,0.040008002400797736,186,0.16,178,0.06,174,0.1,172,0.15,170,0.21,167,0.18,157,0.14000000000000012,171.38000000000002,8.389016628902343,0.14779741315441655,0.7399999999999807,15.959162011349434,0.08020858255433169,0.39999999999997726,14.765499129368223,-0.2744398544225459
0.47,87,0.53,130,0.54,104,0.46,118,109.79,110.44000000000001,-0.65,21.461265107164582,6.977564044851183,14.48,-0.12021658495513071,0.16051447078102407,-0.28073105573615476,no_skew_vs_no_skew,0,15,109.79,21.461265107164582,-0.12021658495513071,142,0.2,128,0.09,118,0.12,111,0.04,104,0.24,93,0.18,73,0.13000000000000012,109.71,21.914057132352287,0.0034884051847712547,110.44,6.977564044851183,0.16051447078102407,124,0.15,113,0.2,111,0.22,109,0.04,107,0.12,105,0.17,94,0.1,110.07000000000002,7.898423893410634,-0.060906304625267915,-0.6499999999999915,14.483701062313399,-0.28073105573615476,-0.36000000000002785,14.015633238941653,0.06439470981003917
0.46,145,0.54,176,0.56,142,0.44,163,161.74,151.24,10.5,15.45032038502762,10.42412586263232,5.03,-0.16051447078103073,0.24174688920760778,-0.40226135998863854,no_skew_vs_no_skew,10,5,161.74,15.45032038502762,-0.16051447078103068,191,0.12,175,0.11,165,0.23,160,0.18,154,0.24,140,0.07,119,0.05,161.63,16.243555645239745,-0.32141169520771756,151.24,10.42412586263232,0.24174688920760778,169,0.19,158,0.12,153,0.18,151,0.08,148,0.02,146,0.21,135,0.2,151.31,11.166642288530603,0.13551654110443082,10.5,5.026194522395301,-0.40226135998863843,10.319999999999993,5.076913356709142,-0.4569282363121484
0.51,102,0.49,135,0.54,99,0.46,121,118.17,109.12,9.05,16.49669966993398,10.964743499051858,5.53,0.04000800240079803,0.16051447078102485,-0.12050646838022683,no_skew_vs_no_skew,10,5,118.17000000000002,16.49669966993398,0.040008002400798014,145,0.19,133,0.02,122,0.23,117,0.17,111,0.24,99,0.03,85,0.12,117.97,17.3242344708215,-0.14457108500270358,109.12,10.964743499051858,0.16051447078102485,126,0.26,118,0.06,114,0.05,111,0.04,108,0.02,105,0.29,95,0.28,109.19,11.870716069386885,0.27527276735321266,9.050000000000011,5.531956170882124,-0.12050646838022683,8.780000000000001,5.453518401434616,-0.41984385235591626
0.56,139,0.44,180,0.49,132,0.51,162,157.04,147.29999999999998,9.74,20.351864779425007,14.996999699939986,5.35,0.2417468892076164,-0.04000800240080355,0.28175489160841993,no_skew_vs_no_skew,10,5,157.04000000000002,20.351864779425007,0.2417468892076164,200,0.09,180,0.08,166,0.22,158,0.15,151,0.21,139,0.13,120,0.12000000000000001,156.8,20.990950431078627,0.1807778257595131,147.3,14.996999699939986,-0.04000800240080355,170,0.19,157,0.13,150,0.23,145,0.12,141,0.09,133,0.08,121,0.16,147.29999999999998,15.590060936378665,-0.2171750635623687,9.740000000000009,5.354865079485021,0.28175489160841993,9.500000000000028,5.400889494699962,0.3979528893218818
0.5,110,0.5,152,0.49,105,0.51,137,131.0,121.32,9.68,21.0,15.996799679935984,5.0,0.0,-0.04000800240079843,0.04000800240079843,no_skew_vs_no_skew,10,5,131.0,21.0,0.0,163,0.19,148,0.12,138,0.15,131,0.11,124,0.03,116,0.23,99,0.17,131.07,21.537992014113108,0.04127789476240797,121.32,15.996799679935984,-0.04000800240079843,148,0.17,134,0.09,125,0.25,120,0.2,114,0.02,107,0.11,94,0.16,121.56,16.798999970236324,-0.07859929189183998,9.680000000000007,5.003200320064016,0.04000800240079843,9.509999999999991,4.7389920438767845,0.11987718665424796
0.56,144,0.44,180,0.55,138,0.45,163,159.84,149.25,10.59,17.869930050226834,12.43734296383275,5.43,0.24174688920761728,0.20100756305184236,0.04073932615577491,no_skew_vs_no_skew,10,5,159.84000000000003,17.869930050226834,0.24174688920761733,198,0.09,177,0.16,167,0.18,161,0.08,156,0.11,149,0.2,133,0.1799999999999999,159.98,18.500799982703448,0.31437088491058546,149.25,12.43734296383275,0.20100756305184234,178,0.09,161,0.12,152,0.2,149,0.15,145,0.24,136,0.16,113,0.0399999999999999,149.17,13.321452623494176,0.03559158853045713,10.590000000000032,5.432587086394085,0.040739326155774996,10.810000000000002,5.179347359209272,0.2787792963801283
0.46,23,0.54,55,0.55,25,0.45,38,40.28,30.85,9.43,15.948717816802704,6.46741834119303,9.48,-0.16051447078102601,0.20100756305184184,-0.36152203383286785,no_skew_vs_no_skew,10,10,40.28,15.948717816802704,-0.16051447078102604,67,0.14,50,0.2,43,0.24,38,0.04,33,0.17,24,0.11,6,0.0999999999999999,40.07000000000001,16.62723969875938,-0.33404342486651073,30.85,6.46741834119303,0.20100756305184178,42,0.21,37,0.03,33,0.11,31,0.14,29,0.23,27,0.1,19,0.18,30.689999999999998,7.434641887811409,0.04629493724029864,9.43,9.481299475609674,-0.36152203383286785,9.38000000000001,9.19259781094797,-0.3803383621068094
0.51,60,0.49,103,0.56,61,0.44,83,81.07000000000001,70.68,10.39,21.495699569913977,10.920512808471953,10.58,0.04000800240080102,0.24174688920761525,-0.20173888680681423,no_skew_vs_no_skew,10,10,81.07,21.495699569913977,0.04000800240080102,110,0.24,96,0.13,88,0.04,80,0.19,73,0.06,64,0.16,48,0.18000000000000002,80.86,21.89338712945076,-0.0741858789970859,70.68,10.920512808471953,0.2417468892076152,91,0.15,78,0.14,73,0.19,71,0.03,68,0.21,63,0.06,54,0.22,70.51,11.691445590687236,0.20858599246590637,10.389999999999986,10.575186761442025,-0.20173888680681418,10.349999999999994,10.201941538763522,-0.28277187146299226
0.54,47,0.46,90,0.56,46,0.44,69,66.78,56.120000000000005,10.66,21.431089566328634,11.416899754311588,10.01,0.1605144707810252,0.24174688920761386,-0.08123241842658865,no_skew_vs_no_skew,10,10,66.78,21.431089566328634,0.1605144707810252,102,0.15,83,0.19,72,0.21,65,0.03,58,0.06,50,0.2,33,0.16000000000000011,66.9,22.03111436128459,0.006184466800518637,56.120000000000005,11.416899754311588,0.2417468892076139,76,0.17,62,0.26,58,0.04,55,0.09,52,0.23,45,0.03,37,0.18,56.28,12.240163397602174,0.0006804865264831736,10.659999999999997,10.014189812017046,-0.08123241842658868,10.620000000000005,9.790950963682416,0.005503980274035463
0.52,128,0.48,167,0.45,127,0.55,146,146.72,137.45000000000002,9.27,19.484393755003,9.45238065251289,10.03,0.08006407690254282,-0.20100756305186068,0.2810716399544035,no_skew_vs_no_skew,10,10,146.72,19.484393755003,0.08006407690254284,184,0.1,162,0.22,152,0.21,145,0.13,138,0.06,129,0.09,116,0.19,146.74,20.216636713360607,-0.009329385227510652,137.45000000000002,9.45238065251289,-0.2010075630518607,152,0.22,144,0.09,140,0.06,138,0.1,136,0.29,130,0.04,121,0.2,137.44,10.382986083010994,-0.17913004055070803,9.269999999999982,10.032013102490112,0.28107163995440354,9.300000000000011,9.833650630349613,0.16980065532319738
0.55,69,0.45,97,0.45,66,0.55,75,81.60000000000001,70.95,10.65,13.92982411949268,4.47744346697979,9.45,0.20100756305184228,-0.20100756305183554,0.40201512610367784,no_skew_vs_no_skew,10,10,81.6,13.92982411949268,0.20100756305184228,113,0.08,93,0.2,86,0.14,82,0.15,78,0.22,69,0.05,57,0.16,81.71000000000001,14.669897750154908,0.07024393784641801,70.95,4.47744346697979,-0.20100756305183554,78,0.21,75,0.14,73,0.06,71,0.05,69,0.23,67,0.18,61,0.13000000000000012,70.67000000000002,5.427808029029768,-0.20441334830463048,10.649999999999991,9.45238065251289,0.40201512610367784,11.039999999999992,9.24208972112514,0.2746572861510485
0.46,11,0.54,55,0.47,18,0.53,31,34.760000000000005,24.89,9.87,21.929486998103716,6.488289451003245,15.44,-0.16051447078102649,-0.12021658495512948,-0.04029788582589701,no_skew_vs_no_skew,10,15,34.760000000000005,21.929486998103716,-0.16051447078102646,64,0.24,51,0.13,42,0.07,34,0.16,27,0.02,18,0.17,3,0.21000000000000002,34.6,22.44994432064365,-0.0629421435913437,24.89,6.488289451003245,-0.12021658495512945,35,0.23,29,0.1,27,0.12,25,0.15,23,0.06,21,0.14,14,0.2,25.060000000000002,7.1941921019666975,-0.1278285088222563,9.870000000000005,15.44119754710047,-0.04029788582589701,9.54,15.255752218676951,0.0648863652309126
0.46,129,0.54,173,0.52,137,0.48,151,152.76000000000002,143.72,9.04,21.929486998103716,6.9943977582062065,14.94,-0.16051447078102118,0.08006407690254605,-0.24057854768356723,no_skew_vs_no_skew,10,15,152.76,21.929486998103716,-0.16051447078102118,188,0.15,169,0.21,158,0.17,151,0.06,143,0.1,132,0.22,110,0.09000000000000001,152.85,22.702587958204237,-0.14946762493070007,143.72000000000003,6.994397758206206,0.08006407690254605,157,0.15,147,0.25,145,0.21,143,0.07,141,0.04,138,0.05,133,0.23,143.89000000000001,7.606438062588823,0.08526488228018231,9.039999999999964,14.935089239897511,-0.24057854768356723,8.95999999999998,15.096149895615415,-0.23473250721088237
0.46,130,0.54,176,0.51,138,0.49,152,154.84,144.85999999999999,9.98,22.926281861653887,6.998599859971993,15.93,-0.16051447078102668,0.04000800240079843,-0.20052247318182512,no_skew_vs_no_skew,10,15,154.84,22.926281861653887,-0.16051447078102668,194,0.13,174,0.16,161,0.23,151,0.18,139,0.07,124,0.21,94,0.02,154.92000000000002,23.681081056404498,-0.15818957772021133,144.86,6.998599859971994,0.04000800240079843,157,0.19,150,0.09,147,0.14,145,0.03,143,0.16,141,0.21,133,0.18,144.69,7.745572929099564,0.15226184194605352,9.97999999999999,15.927682001681895,-0.20052247318182512,10.230000000000018,15.935508127304935,-0.3104514196662649
0.5,83,0.5,120,0.5,87,0.5,96,101.5,91.5,10.0,18.5,4.5,14.0,0.0,0.0,0.0,no_skew_vs_no_skew,10,15,101.5,18.5,0.0,132,0.17,117,0.07,106,0.3,100,0.16,92,0.03,84,0.02,75,0.24999999999999978,101.62,19.125260782535747,0.02770603489903328,91.5,4.5,0.0,99,0.21,95,0.09,93,0.24,91,0.03,89,0.11,87,0.1,84,0.22,91.36,5.3413855880286345,0.010502607701510786,10.0,14.0,0.0,10.260000000000005,13.783875194507113,0.01720342719752249
0.45,46,0.55,86,0.49,52,0.51,63,68.0,57.61,10.39,19.8997487421324,5.498899889977994,14.4,-0.20100756305184242,-0.040008002400799776,-0.16099956065104265,no_skew_vs_no_skew,10,15,68.0,19.8997487421324,-0.20100756305184242,97,0.2,82,0.11,72,0.21,65,0.06,57,0.27,40,0.12,12,0.0299999999999999,67.99,20.359025025771732,-0.36240508952009715,57.61,5.498899889977994,-0.04000800240079977,67,0.2,61,0.13,59,0.15,57,0.18,55,0.03,53,0.09,48,0.2200000000000001,57.42,6.47175401263058,-0.03581277664589778,10.39,14.400848852154404,-0.16099956065104265,10.569999999999993,13.887271013141152,-0.3265923128741994
0.46,50,0.54,96,0.53,38,0.47,72,74.84,53.98,20.86,22.926281861653887,16.96937241031618,5.96,-0.16051447078102626,0.1202165849551292,-0.2807310557361555,no_skew_vs_no_skew,20,5,74.84,22.926281861653887,-0.16051447078102624,119,0.08,95,0.21,81,0.28,72,0.14,63,0.04,52,0.07,37,0.1799999999999999,75.05,23.514410475280894,-0.1791517839052635,53.98,16.969372410316183,0.12021658495512925,98,0.04,71,0.24,61,0.12,54,0.14,48,0.27,37,0.08,20,0.10999999999999999,53.96000000000001,17.682714723706876,-0.01982971053583435,20.860000000000007,5.9569094513377046,-0.2807310557361555,21.08999999999999,5.831695751574017,-0.15932207336942916
0.51,54,0.49,92,0.52,38,0.48,68,72.62,52.4,20.22,18.99619961992398,14.987995196156156,4.01,0.04000800240079969,0.08006407690254272,-0.040056074501743026,no_skew_vs_no_skew,20,5,72.62,18.99619961992398,0.0400080024007997,112,0.09,91,0.12,78,0.36,72,0.07,65,0.02,58,0.19,41,0.1500000000000001,72.59,19.552542034221535,0.132052668280306,52.400000000000006,14.987995196156156,0.08006407690254272,92,0.06,73,0.05,59,0.31,54,0.16,49,0.19,40,0.1,24,0.13,52.53,15.862821312742572,0.2452008566014401,20.22,4.008204423767825,-0.04005607450174302,20.060000000000002,3.689720721478963,-0.11314818832113407
0.46,126,0.54,147,0.53,113,0.47,122,137.34,117.23,20.11,10.466346067276774,4.491892696848401,5.97,-0.16051447078102907,0.12021658495512882,-0.28073105573615786,no_skew_vs_no_skew,20,5,137.34,10.466346067276774,-0.1605144707810291,161,0.09,145,0.21,141,0.08,138,0.03,136,0.2,131,0.33,109,0.059999999999999776,137.32999999999998,11.207189656644514,-0.11093144693685518,117.22999999999999,4.491892696848401,0.12021658495512882,126,0.2,121,0.04,119,0.26,117,0.14,115,0.15,113,0.03,109,0.18,117.62000000000002,5.485945679643575,-0.006396886234449655,20.110000000000014,5.974453370428373,-0.2807310557361579,19.709999999999965,5.721243977000939,-0.10453456070240552
0.54,78,0.46,116,0.45,60,0.55,87,95.48,74.85000000000001,20.63,18.939102407453213,13.43233040093937,5.51,0.16051447078102515,-0.2010075630518385,0.36152203383286363,no_skew_vs_no_skew,20,5,95.48,18.939102407453213,0.16051447078102518,139,0.07,118,0.12,106,0.15,99,0.16,92,0.17,83,0.08,70,0.25,95.41,19.71907452189377,0.4050008566757982,74.85,13.43233040093937,-0.20100756305183845,98,0.14,83,0.21,78,0.2,74,0.03,71,0.17,63,0.05,53,0.1999999999999998,74.78999999999999,14.000210712700003,-0.10462975884668889,20.63000000000001,5.5067720065138435,0.36152203383286363,20.620000000000005,5.718863809193767,0.5096306155224871
0.5,85,0.5,119,0.48,68,0.52,93,102.0,81.0,21.0,17.0,12.489995996796797,4.51,0.0,-0.08006407690254351,0.08006407690254351,no_skew_vs_no_skew,20,5,102.0,17.0,0.0,133,0.14,118,0.06,107,0.3,102,0.09,97,0.1,89,0.17,72,0.13999999999999999,101.89,17.737471634931513,0.07021474903746032,81.0,12.489995996796797,-0.08006407690254351,100,0.21,90,0.11,85,0.14,82,0.02,79,0.13,74,0.15,63,0.24,80.92999999999999,13.137926015928084,0.050111904277041486,21.0,4.510004003203203,0.08006407690254351,20.960000000000008,4.599545619003429,0.020102844760418834
0.52,136,0.48,181,0.48,125,0.52,151,157.6,138.52,19.08,22.481992794234234,12.989595836668668,9.49,0.08006407690254455,-0.08006407690253499,0.16012815380507955,no_skew_vs_no_skew,20,10,157.6,22.481992794234234,0.08006407690254454,200,0.07,187,0.02,175,0.29,165,0.15,154,0.06,142,0.26,120,0.1499999999999999,157.4,22.698458097412693,-0.10447707455353604,138.51999999999998,12.989595836668668,-0.08006407690253496,162,0.13,147,0.25,142,0.02,139,0.2,135,0.11,129,0.15,114,0.1399999999999999,138.60999999999999,13.749832726255253,-0.15888849164268398,19.080000000000013,9.492396957565566,0.1601281538050795,18.79000000000002,8.94862537115744,0.05441141708914794
0.44,152,0.56,193,0.56,147,0.44,167,174.96,155.8,19.16,20.351864779425004,9.927738916792686,10.42,-0.24174688920761428,0.24174688920761928,-0.48349377841523355,no_skew_vs_no_skew,20,10,174.96,20.351864779425004,-0.24174688920761428,200,0.18,193,0.11,186,0.17,179,0.12,170,0.13,158,0.04,144,0.25,174.75,20.630741625060402,-0.41604705402332653,155.8,9.927738916792686,0.24174688920761922,194,0.02,167,0.2,159,0.19,156,0.21,153,0.15,148,0.12,134,0.11000000000000001,155.70000000000002,10.815266986995743,0.18757977187457026,19.159999999999997,10.424125862632318,-0.4834937784152335,19.049999999999983,9.815474638064659,-0.6036268258978967
0.48,48,0.52,76,0.56,38,0.44,47,62.56,41.96,20.6,13.988795516412411,4.467482512556709,9.52,-0.08006407690254404,0.24174688920761378,-0.3218109661101578,no_skew_vs_no_skew,20,10,62.56,13.988795516412411,-0.08006407690254405,106,0.02,77,0.27,67,0.21,62,0.23,56,0.06,48,0.05,37,0.16,62.92,14.69127632304287,-0.19094419578732663,41.96,4.467482512556708,0.24174688920761375,50,0.22,47,0.03,45,0.13,43,0.09,41,0.14,39,0.21,34,0.18,42.18,5.441286612557732,0.03740493743112963,20.6,9.521313003855703,-0.3218109661101578,20.740000000000002,9.249989710485137,-0.22834913321845626
0.55,21,0.45,53,0.46,10,0.54,21,35.4,15.940000000000001,19.46,15.91979899370592,5.482371749525929,10.44,0.20100756305184178,-0.16051447078102682,0.36152203383286863,no_skew_vs_no_skew,20,10,35.400000000000006,15.91979899370592,0.20100756305184178,60,0.24,51,0.02,43,0.05,37,0.14,32,0.17,25,0.25,8,0.13,35.48,16.731694474858188,0.1370661210262793,15.940000000000001,5.482371749525929,-0.16051447078102682,25,0.2,19,0.19,17,0.13,15,0.17,13,0.11,10,0.04,5,0.16,16.0,6.324555320336759,-0.29124577250150824,19.460000000000004,10.43742724417999,0.36152203383286863,19.479999999999997,10.407139154521428,0.42831189352778753
0.56,53,0.44,86,0.54,42,0.46,56,67.52000000000001,48.44,19.08,16.380769212707932,6.977564044851183,9.4,0.2417468892076134,0.16051447078102407,0.08123241842658932,no_skew_vs_no_skew,20,10,67.52000000000001,16.380769212707932,0.2417468892076134,105,0.07,83,0.25,76,0.06,70,0.04,65,0.14,59,0.23,44,0.21,67.37,17.220136468681076,0.3734000160905402,48.44,6.977564044851183,0.16051447078102407,61,0.17,52,0.23,50,0.12,48,0.03,46,0.13,44,0.11,37,0.21,48.36,7.77498553053316,0.0771209276842502,19.080000000000013,9.403205167856749,0.08123241842658932,19.010000000000005,9.445150938147917,0.29627908840628997
0.52,91,0.48,132,0.55,86,0.45,96,110.67999999999999,90.5,20.18,20.483593434746748,4.9749371855331,15.51,0.0800640769025429,0.20100756305184242,-0.12094348614929952,no_skew_vs_no_skew,20,15,110.68,20.483593434746744,0.08006407690254289,148,0.11,127,0.21,117,0.13,110,0.12,103,0.22,91,0.05,76,0.16,110.72999999999999,20.95607549137004,-0.060518580978602486,90.5,4.9749371855331,0.20100756305184242,100,0.16,94,0.19,92,0.15,90,0.02,88,0.08,86,0.26,81,0.14,90.19999999999999,5.951470406546604,0.15540717210880967,20.180000000000007,15.508656249213644,-0.12094348614929953,20.53,15.004605084823435,-0.21592575308741216
0.45,121,0.55,163,0.54,119,0.46,129,144.10000000000002,123.60000000000001,20.5,20.89473617923902,4.983974317750845,15.91,-0.201007563051848,0.16051447078103673,-0.3615220338328847,no_skew_vs_no_skew,20,15,144.10000000000002,20.89473617923902,-0.20100756305184797,187,0.07,162,0.25,150,0.23,142,0.06,133,0.14,119,0.22,90,0.03,144.10999999999999,21.467601170135428,-0.14425152647139916,123.60000000000001,4.983974317750845,0.1605144707810367,132,0.22,128,0.12,126,0.04,124,0.13,122,0.2,120,0.05,116,0.24,123.80000000000001,5.751521537819362,0.0673603364061609,20.500000000000014,15.910761861488172,-0.36152203383288467,20.309999999999974,15.716079632316067,-0.21161186287756006
0.48,16,0.52,62,0.53,11,0.47,29,39.92,19.46,20.46,22.981592634106104,8.983785393696802,14.0,-0.08006407690254369,0.12021658495512902,-0.2002806618576727,no_skew_vs_no_skew,20,15,39.92,22.981592634106104,-0.08006407690254369,88,0.07,62,0.22,46,0.24,36,0.14,26,0.03,17,0.19,2,0.10999999999999978,40.11,23.32076113680683,0.1196415678616927,19.46,8.983785393696802,0.12021658495512905,43,0.08,30,0.05,23,0.21,20,0.15,18,0.33,12,0.04,2,0.14,19.470000000000002,9.908032095224561,0.3553829953870044,20.46,13.997807240409301,-0.20028066185767274,20.639999999999997,13.412729041582269,-0.23574142752531171
0.55,96,0.45,139,0.49,89,0.51,100,115.35000000000001,94.61,20.74,21.39222989779233,5.498899889977994,15.89,0.20100756305184206,-0.040008002400799776,0.24101556545264183,no_skew_vs_no_skew,20,15,115.35000000000001,21.39222989779233,0.20100756305184206,152,0.15,134,0.16,124,0.08,117,0.06,110,0.2,100,0.21,81,0.14,115.52000000000001,21.992034921762013,0.1657740935403163,94.61,5.498899889977994,-0.04000800240079977,106,0.14,97,0.21,95,0.29,93,0.09,91,0.05,89,0.08,83,0.14000000000000012,94.42,6.453185260009201,-0.009098309934583713,20.74000000000001,15.893330007814335,0.24101556545264183,21.10000000000001,15.538849661752812,0.17487240347490002
0.56,153,0.44,193,0.49,147,0.51,155,170.6,151.08,19.52,19.855477833585372,3.999199919983996,15.86,0.24174688920761592,-0.040008002400768565,0.28175489160838446,no_skew_vs_no_skew,20,15,170.60000000000002,19.855477833585372,0.24174688920761597,200,0.2,186,0.15,178,0.04,172,0.13,165,0.16,156,0.08,143,0.24,170.58,20.39077242283872,0.041143583779794,151.07999999999998,3.999199919983996,-0.04000800240076857,159,0.19,155,0.06,153,0.22,151,0.2,149,0.09,147,0.03,144,0.2100000000000001,151.43,4.994506982676068,-0.03249647259237989,19.52000000000004,15.856277913601376,0.2817548916083845,19.150000000000006,15.39626544016265,0.07364005637217388
