index,skew,P_A1,O_A1,P_A2,O_A2,P_B1,O_B1,P_B2,O_B2,EVA,EVB,EVD,SDA,SDB,SDD,skewness_a,skewness_b,skewness_diff,evd_bins,sdd_bins,simple_EVA,simple_SDA,simple_skewness_A,complex_OA1,complex_PA1,complex_OA2,complex_PA2,complex_OA3,complex_PA3,complex_OA4,complex_PA4,complex_OA5,complex_PA5,complex_OA6,complex_PA6,complex_OA7,complex_PA7,complex_EVA,complex_SDA,complex_skewness_A,simple_EVB,simple_SDB,simple_skewness_B,complex_OB1,complex_PB1,complex_OB2,complex_PB2,complex_OB3,complex_PB3,complex_OB4,complex_PB4,complex_OB5,complex_PB5,complex_OB6,complex_PB6,complex_OB7,complex_PB7,complex_EVB,complex_SDB,complex_skewness_B,simple_EVD,simple_SDD,simple_skewness_D,complex_EVD,complex_SDD,complex_skewness_D,EUA,EUB,EUA_simple,EUB_simple,EUD_CC,EUD_SC,EUD_CS,EUD_SS,after_diff_CC,after_diff_CS,after_diff_SC,after_diff_SS
33,ns,0.37,119,0.63,16,0.45,87,0.55,8,54.11,43.55,10.560000000000002,49.72884374284204,39.30200376571149,10.426839977130548,0.5385204638677069,0.20100756305184256,0.3375129008158644,9 to 11,9 to 11,54.11,49.72884374284204,0.5385204638677069,150,0.07,116,0.21,83,0.06,51,0.2,27,0.09,8,0.22,2,0.15,54.529999999999994,49.40717660421409,0.5412676109358232,43.55,39.30200376571149,0.20100756305184259,99,0.22,70,0.23,50,0.05,32,0.03,16,0.1,6,0.08,2,0.29,44.0,39.14818003432599,0.20889894596926062,10.560000000000002,10.426839977130548,0.3375129008158643,10.529999999999994,10.258996569888097,0.3323686649665626,55.0298750973737,41.62362256222411,54.02263343991852,40.974598936584314,13.40625253514959,12.399010877694415,14.055276160789383,13.048034503334208,2.8462525351495884,3.4952761607893805,1.8390108776944132,2.4880345033342053
38,rl,0.83,115,0.17,197,0.07,17,0.93,116,128.94,109.07000000000001,19.86999999999999,30.801889552428435,25.259554627902688,5.542334924525747,1.7570350646145119,-3.370605747179389,5.127640811793901,19 to 21,4 to 6,128.94,30.801889552428435,1.7570350646145116,200,0.1,176,0.03,155,0.06,136,0.26,123,0.14,109,0.27,87,0.13999999999999999,128.77,31.362670485786126,0.9130217092883387,109.07000000000001,25.259554627902688,-3.370605747179389,136,0.19,119,0.36,109,0.2,95,0.15,73,0.04,46,0.02,18,0.039999999999999994,109.28999999999999,25.81251440677564,-1.971190205604553,19.86999999999999,5.542334924525747,5.127640811793901,19.480000000000018,5.550156079010485,2.8842119148928917,129.5001009014953,99.41971945578258,140.06995315160134,99.60718241646445,30.080381445712717,40.650233695818756,29.892918485030847,40.462770735136885,10.210381445712727,10.022918485030857,20.780233695818765,20.592770735136895
41,rl,0.18,170,0.82,94,0.12,38,0.88,95,107.67999999999999,88.16,19.519999999999996,29.19824652269379,18.522807562569987,10.675438960123802,1.6658534601451276,-2.3387383286073216,4.00459178875245,19 to 21,9 to 11,107.67999999999999,29.19824652269379,1.6658534601451276,175,0.11,155,0.04,138,0.03,123,0.05,109,0.17,97,0.31,80,0.29000000000000004,107.54,29.752788104646594,1.2399869540775605,88.16,18.522807562569987,-2.3387383286073224,107,0.28,95,0.22,89,0.11,82,0.23,68,0.1,46,0.02,21,0.04000000000000001,88.07,19.36711387894438,-1.713119098594883,19.519999999999996,10.675438960123802,4.00459178875245,19.470000000000013,10.385674225702214,2.9531060526724433,110.35244927127349,80.7728250073585,113.0805658498341,83.13860600240376,29.57962426391498,32.307740842475596,27.213843268869724,29.94195984743034,10.059624263914984,7.693843268869728,12.7877408424756,10.421959847430344
36,rl,0.88,93,0.12,192,0.93,100,0.07,31,104.88,95.17,9.709999999999994,32.1711920823584,17.605144134598845,14.566047947759557,2.3387383286073224,-3.370605747179368,5.7093440757866905,9 to 11,14 to 16,104.88,32.1711920823584,2.3387383286073224,200,0.03,172,0.08,149,0.02,127,0.15,110,0.07,95,0.32,76,0.33,104.97,32.441780160774165,1.3126262327602716,95.17,17.605144134598845,-3.3706057471793684,111,0.25,101,0.22,97,0.35,88,0.05,76,0.04,59,0.03,36,0.06,95.28999999999999,18.38112890983576,-2.1308885208928867,9.709999999999994,14.566047947759557,5.7093440757866905,9.680000000000007,14.060651250938406,3.443514753653158,110.07599560963143,88.0663657010857,118.00058740104738,87.08534406044296,22.009629908545733,29.934221699961682,22.99065154918847,30.91524334060442,12.29962990854574,13.280651549188477,20.22422169996169,21.205243340604426
1,rl,0.86,72,0.14,199,0.16,19,0.84,128,89.78,110.56,-20.78,44.06735299515958,39.960060060014925,4.107292935144656,2.0750055037352446,-1.8548520670059365,3.929857570741181,-21 to -19,4 to 6,89.78,44.06735299515958,2.0750055037352446,182,0.12,155,0.03,130,0.05,106,0.2,86,0.07,67,0.28,44,0.25,89.97,44.17996265276828,0.9060392385234928,110.56,39.960060060014925,-1.8548520670059365,155,0.22,132,0.29,114,0.16,96,0.05,76,0.15,51,0.02,25,0.10999999999999978,110.59,40.443069863698504,-0.8683814342426226,-20.78,4.107292935144656,3.929857570741181,-20.620000000000005,3.7368927890697776,1.7744206727661154,91.95074378743323,99.78194289441241,106.91044136648836,102.12994842004356,-7.831199106979184,7.128498472075947,-10.179204632610336,4.780492946444795,12.948800893020817,10.600795367389665,27.908498472075948,25.560492946444796
30,rl,0.18,167,0.82,99,0.19,59,0.81,111,111.24,101.12,10.11999999999999,26.12474688872602,20.39964705577035,5.725099832955667,1.6658534601451274,-1.5804194999972154,3.246272960142343,9 to 11,4 to 6,111.24,26.12474688872602,1.665853460145127,191,0.06,168,0.02,148,0.03,130,0.09,115,0.21,103,0.31,86,0.28,111.11999999999999,26.846333082937043,1.6425283296598914,101.12,20.39964705577035,-1.5804194999972156,120,0.33,108,0.24,100,0.2,91,0.02,82,0.09,66,0.05,45,0.07,101.16999999999999,21.126312976948913,-1.3740645690078344,10.11999999999999,5.725099832955667,3.246272960142343,9.950000000000003,5.72002010598813,3.0165928986677257,115.54656652616623,93.78034125696914,116.07208523406209,97.59679664544956,21.766225269197093,22.29174397709295,17.949769880716673,18.47528858861253,11.646225269197103,7.8297698807166825,12.171743977092959,8.355288588612538
27,rl,0.87,75,0.13,149,0.84,89,0.16,61,84.62,84.52,0.10000000000000853,24.886454146784352,10.26496955670108,14.621484590083272,2.200393823765197,-1.854852067005934,4.055245890771131,-1 to 1,14 to 16,84.62,24.886454146784352,2.200393823765197,161,0.05,134,0.02,109,0.14,94,0.17,84,0.08,74,0.23,61,0.31,84.61999999999999,25.249863365966952,1.3974419333530246,84.52,10.26496955670108,-1.8548520670059345,97,0.22,89,0.17,85,0.19,83,0.2,78,0.14,65,0.04,44,0.03999999999999998,84.5,11.18257573191436,-1.8219067810676783,0.10000000000000853,14.621484590083272,4.055245890771132,0.11999999999999034,14.067287634052592,3.219348714420703,88.59010267826595,80.49454343423065,94.52960334083295,80.71869387487655,8.0955592440353,14.0350599066023,7.8714088033894,13.8109094659564,7.995559244035292,7.7714088033893916,13.93505990660229,13.71090946595639
24,rl,0.86,52,0.14,116,0.89,66,0.11,28,60.96,61.82,-0.8599999999999994,22.207170013308765,11.889810763843132,10.317359249465634,2.0750055037352415,-2.492890811192312,4.5678963149275535,-1 to 1,9 to 11,60.96,22.207170013308765,2.075005503735242,140,0.03,112,0.04,89,0.07,73,0.11,61,0.29,51,0.24,36,0.22,60.79,22.87894009782796,1.5427842276284003,61.82,11.889810763843132,-2.492890811192312,77,0.18,67,0.21,64,0.1,62,0.24,55,0.19,38,0.05,11,0.029999999999999992,61.88999999999999,12.738834326577923,-1.9580764839211995,-0.8599999999999994,10.317359249465634,4.5678963149275535,-1.0999999999999943,10.140105771250038,3.5008607115496,64.73960523826617,57.229240836640464,69.59266336578942,56.85389440987217,7.510364401625701,12.363422529148956,7.8857108283939965,12.738768955917251,8.3703644016257,8.745710828393996,13.223422529148955,13.59876895591725
21,rl,0.91,97,0.09,134,0.14,87,0.86,103,100.33,100.76,-0.4300000000000068,10.588725135728097,5.551792503327191,5.036932632400906,2.8653118870398986,-2.075005503735339,4.940317390775238,-1 to 1,4 to 6,100.33,10.588725135728097,2.865311887039898,156,0.02,128,0.03,107,0.21,101,0.16,99,0.09,97,0.31,87,0.18,100.22999999999999,11.398995569785962,2.531462100061752,100.76,5.551792503327191,-2.075005503735339,107,0.25,104,0.12,102,0.11,100,0.27,98,0.02,96,0.18,78,0.04999999999999999,100.59,6.435984773133012,-1.9629045848454902,-0.4300000000000068,5.036932632400906,4.940317390775237,-0.36000000000001364,4.9630107966529495,4.494366684907242,103.31292276722228,98.23536749470601,104.96784308117464,99.43082748281947,5.077555272516264,6.732475586468624,3.8820952844028085,5.537015598355168,5.507555272516271,4.312095284402815,7.162475586468631,5.967015598355175
18,rl,0.82,89,0.18,195,0.12,46,0.88,127,108.07999999999998,117.28,-9.200000000000017,40.72387015007292,26.32188443102051,14.401985719052409,1.6658534601451294,-2.3387383286073233,4.004591788752453,-11 to -9,14 to 16,108.07999999999998,40.72387015007292,1.6658534601451298,200,0.09,172,0.03,146,0.08,122,0.2,102,0.26,82,0.07,61,0.27,107.97,41.139629312865715,0.7715111499374746,117.28,26.32188443102051,-2.3387383286073233,146,0.21,127,0.35,114,0.25,97,0.07,76,0.06,50,0.04,19,0.02,117.34,26.72535126055409,-1.6142367180191237,-9.200000000000017,14.401985719052409,4.004591788752453,-9.370000000000005,14.414278052311627,2.3857478679565984,109.46514543312276,107.33489148009541,122.43516899254814,110.14433484552113,2.130253953027349,15.100277512452735,-0.6791894123983724,12.290834147027013,11.330253953027366,8.520810587601645,24.30027751245275,21.49083414702703
13,rl,0.81,66,0.19,108,0.13,68,0.87,87,73.98,84.53,-10.549999999999997,16.476638006583745,6.3897652539040894,10.086872752679655,1.5804194999972054,-2.2003938237652747,3.78081332376248,-11 to -9,9 to 11,73.98,16.476638006583745,1.580419499997205,133,0.04,110,0.02,90,0.12,80,0.14,74,0.25,67,0.22,54,0.21,74.10000000000001,17.195638982020995,1.5391387928178404,84.53,6.3897652539040894,-2.2003938237652747,91,0.3,89,0.02,87,0.14,85,0.11,83,0.24,78,0.15,57,0.0399999999999999,84.50999999999999,7.149118826820542,-2.159334360852637,-10.549999999999997,10.086872752679655,3.7808133237624797,-10.409999999999982,10.046520155200453,3.698473153670477,76.70890169319253,81.67427611208862,79.64448759476164,82.90197038037928,-4.96537441889609,-2.0297885173269776,-6.193068687186752,-3.25748278561764,5.584625581103907,4.356931312813245,8.52021148267302,7.292517214382357
10,rl,0.83,130,0.17,187,0.96,153,0.04,70,139.69,149.68,-9.990000000000009,21.41106956693196,16.264611892080303,5.146457674851657,1.7570350646145074,-4.694855340334533,6.45189040494904,-11 to -9,4 to 6,139.69,21.41106956693196,1.7570350646145076,193,0.09,173,0.06,159,0.04,148,0.08,139,0.17,132,0.27,119,0.29,139.73000000000002,21.976739976620735,1.265994843073995,149.68,16.264611892080303,-4.6948553403345334,165,0.24,158,0.11,154,0.09,151,0.15,144,0.36,111,0.02,75,0.029999999999999992,149.8,16.574679484080526,-2.829387153567579,-9.990000000000009,5.146457674851657,6.451890404949041,-10.069999999999993,5.402060492540208,4.095381996641574,142.07539137501848,142.95331476184808,147.42667475172289,141.67232260886115,-0.8779233868295933,4.473359989874808,0.40306876615733245,5.754352142861734,9.112076613170416,10.393068766157342,14.463359989874817,15.744352142861743
7,rl,0.87,48,0.13,115,0.17,58,0.83,80,56.71,76.25999999999999,-19.54999999999999,22.53233010587232,8.263921587236897,14.268408518635422,2.2003938237651948,-1.757035064614458,3.9574288883796527,-21 to -19,14 to 16,56.71,22.53233010587232,2.200393823765195,133,0.03,104,0.06,82,0.07,64,0.25,55,0.1,47,0.14,36,0.35,56.65,23.031445894689288,1.4531441545137778,76.25999999999999,8.263921587236897,-1.7570350646144584,86,0.25,80,0.09,78,0.08,76,0.1,74,0.38,63,0.05,45,0.04999999999999999,76.06,9.207410059294633,-1.7439795120579884,-19.54999999999999,14.268408518635422,3.9574288883796536,-19.410000000000004,13.824035835394655,3.197123666571766,60.97583039130241,72.90026778029927,65.6822084302136,74.62628018522457,-11.924437388996864,-7.218059350085667,-13.650449793922164,-8.944071755010967,7.625562611003126,5.899550206077826,12.331940649914323,10.605928244989023
4,rl,0.83,59,0.17,138,0.86,101,0.14,42,72.43,92.74,-20.309999999999988,29.674991154168858,20.472234856019018,9.20275629814984,1.7570350646145099,-2.075005503735246,3.832040568349756,-21 to -19,9 to 11,72.43,29.674991154168858,1.7570350646145096,146,0.09,123,0.02,102,0.1,86,0.05,72,0.2,59,0.35,39,0.19,72.56,30.172941520508076,1.1952738640577538,92.74,20.472234856019018,-2.0750055037352455,113,0.29,101,0.19,94,0.14,86,0.23,71,0.05,52,0.06,26,0.04,92.61,21.07220681371555,-1.4791360149684623,-20.309999999999988,9.20275629814984,3.832040568349755,-20.049999999999997,9.100734706792526,2.674409879026216,75.00816854405741,84.9415616233278,83.15275974361592,84.7817634596629,-9.933393079270388,-1.7888018797118832,-9.773594915605486,-1.6290037160469808,10.3766069207296,10.536405084394502,18.521198120288105,18.680996283953007
31,rl,0.81,108,0.19,193,0.17,63,0.83,125,124.15,114.46000000000001,9.689999999999998,33.34557691808615,23.289233564031257,10.056343354054896,1.5804194999972032,-1.7570350646145179,3.337454564611721,9 to 11,9 to 11,124.15,33.34557691808615,1.5804194999972025,194,0.1,169,0.11,152,0.06,137,0.04,123,0.09,110,0.32,91,0.28,124.34000000000002,33.67735737851176,0.8805014277087182,114.46000000000001,23.289233564031257,-1.7570350646145176,143,0.2,126,0.25,115,0.24,103,0.13,86,0.12,61,0.04,30,0.02,114.44999999999999,23.82283568343618,-1.1887949169838024,9.689999999999998,10.056343354054896,3.33745456461172,9.890000000000029,9.85452169507558,2.0692963446925203,126.11248617567544,106.50002227280751,135.6138439417795,109.85588052199653,19.61246390286793,29.11382166897198,16.256605653678918,25.757963419782968,9.922463902867932,6.56660565367892,19.423821668971982,16.06796341978297
45,rl,0.12,163,0.88,58,0.17,7,0.83,59,70.6,50.16,20.439999999999998,34.12096129947103,19.532905569832668,14.58805572963836,2.338738328607317,-1.7570350646145032,4.095773393221821,19 to 21,14 to 16,70.6,34.12096129947103,2.3387383286073176,162,0.06,133,0.04,107,0.05,83,0.25,67,0.22,51,0.12,33,0.26,70.58,34.324970502536495,1.0819495298255704,50.16,19.532905569832668,-1.7570350646145032,73,0.21,59,0.27,53,0.15,47,0.07,39,0.17,22,0.02,4,0.10999999999999999,50.01,20.098504919520753,-1.0630068649781563,20.439999999999998,14.58805572963836,4.095773393221821,20.57,14.226465583015742,2.1449563948037267,73.7138699030401,44.45391027610744,79.84993631136152,46.29848043780354,29.259959626932663,35.396026035254074,27.415389465236565,33.55145587355798,8.819959626932665,6.975389465236567,14.956026035254077,13.11145587355798
